File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\SystemDefaultCredentialsProvider.java,169,119,76,20,14,0,36,200,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\TargetAuthenticationStrategy.java,59,18,13,1,9,0,32,183,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\BasicHttpClientConnectionManager.java,369,283,186,30,38,1,48,334,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\ConnectionShutdownException.java,48,7,5,0,6,0,35,204,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\CPool.java,85,44,30,2,12,0,29,172,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\CPoolEntry.java,103,60,40,4,14,0,29,172,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\CPoolProxy.java,268,198,127,41,41,0,29,172,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\DefaultHttpClientConnectionOperator.java,198,150,105,16,15,0,33,200,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\DefaultHttpResponseParser.java,167,82,57,6,14,0,71,355,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\DefaultHttpResponseParserFactory.java,80,38,26,1,11,0,31,180,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\DefaultManagedHttpClientConnection.java,139,89,53,8,19,1,31,189,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\DefaultProxyRoutePlanner.java,68,27,18,1,9,0,32,187,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\DefaultRoutePlanner.java,115,67,46,7,11,0,37,214,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\DefaultSchemePortResolver.java,64,27,21,5,6,0,31,177,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\InMemoryDnsResolver.java,96,33,26,3,10,0,53,293,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\LoggingInputStream.java,143,96,67,9,16,0,31,176,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\LoggingManagedHttpClientConnection.java,142,100,59,12,16,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\LoggingOutputStream.java,102,59,42,0,12,0,31,176,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\ManagedHttpClientConnectionFactory.java,144,96,60,2,15,0,33,183,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\package-info.java,33,1,1,0,2,0,30,178,30,178
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\PoolingHttpClientConnectionManager.java,625,468,299,46,75,0,82,514,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\SystemDefaultDnsResolver.java,49,11,8,1,7,0,31,186,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\SystemDefaultRoutePlanner.java,148,79,54,13,17,0,52,361,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\conn\Wire.java,154,99,71,4,20,0,35,198,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\AbstractCookieAttributeHandler.java,56,18,11,1,6,0,32,177,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\AbstractCookieSpec.java,132,51,38,4,14,0,67,321,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicClientCookie.java,404,160,106,20,54,0,190,815,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicClientCookie2.java,103,48,29,6,18,0,37,206,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicCommentHandler.java,61,24,16,1,7,0,30,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicDomainHandler.java,143,95,66,23,11,0,37,240,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicExpiresHandler.java,76,36,25,3,9,0,31,178,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicMaxAgeHandler.java,77,39,26,3,8,0,30,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicPathHandler.java,98,58,38,12,10,0,30,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\BasicSecureHandler.java,70,32,22,2,8,0,30,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\CookieSpecBase.java,144,87,64,14,18,0,39,202,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\DefaultCookieSpec.java,222,171,106,28,17,0,34,222,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\DefaultCookieSpecProvider.java,136,89,41,3,13,0,34,200,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\IgnoreSpec.java,74,33,20,5,10,0,31,179,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\IgnoreSpecProvider.java,63,24,16,3,8,0,31,181,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\LaxExpiresHandler.java,222,176,138,26,16,0,30,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\LaxMaxAgeHandler.java,81,42,31,3,9,0,30,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\NetscapeDomainHandler.java,127,79,47,17,12,0,36,212,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\NetscapeDraftHeaderParser.java,104,59,45,8,13,0,32,189,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\NetscapeDraftSpec.java,176,99,70,11,15,0,62,364,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\NetscapeDraftSpecProvider.java,77,31,21,3,10,0,36,209,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\package-info.java,33,1,1,0,2,0,30,181,30,181
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\PublicSuffixDomainFilter.java,136,82,59,13,14,3,40,243,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2109DomainHandler.java,131,88,54,13,10,0,33,194,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2109Spec.java,257,180,119,26,23,0,54,326,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2109SpecProvider.java,91,44,26,3,11,0,36,209,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2109VersionHandler.java,84,46,30,4,8,0,30,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2965CommentUrlAttributeHandler.java,77,36,22,3,10,0,31,184,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2965DiscardAttributeHandler.java,77,36,22,3,10,0,31,184,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2965DomainAttributeHandler.java,196,106,61,18,18,0,72,433,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2965PortAttributeHandler.java,170,95,62,20,13,0,62,362,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2965Spec.java,271,187,117,26,26,0,58,336,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2965SpecProvider.java,94,47,26,3,11,0,36,209,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC2965VersionAttributeHandler.java,104,57,36,7,10,0,37,202,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC6265CookieSpec.java,279,220,169,42,23,0,36,220,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC6265CookieSpecBase.java,39,7,5,0,6,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC6265CookieSpecProvider.java,124,78,36,6,12,0,34,203,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC6265LaxSpec.java,63,21,11,1,8,0,34,215,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\cookie\RFC6265StrictSpec.java,69,27,14,1,9,0,33,199,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\BackoffStrategyExec.java,107,69,50,7,9,0,29,172,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\ClientExecChain.java,76,15,10,0,7,0,54,379,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\ConnectionHolder.java,160,109,75,8,20,0,31,177,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\HttpResponseProxy.java,212,143,81,14,37,0,32,194,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\MainClientExec.java,601,459,315,68,60,1,82,560,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\MinimalClientExec.java,257,195,152,16,22,0,40,272,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\package-info.java,32,1,1,0,2,0,29,175,29,175
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\ProtocolExec.java,205,140,105,14,20,0,45,272,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\RedirectExec.java,185,127,98,12,18,0,40,241,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\RequestAbortedException.java,53,14,10,1,8,0,31,181,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\RequestEntityProxy.java,145,92,60,19,22,0,31,185,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\ResponseEntityProxy.java,178,123,89,14,20,0,35,213,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\RetryExec.java,130,82,56,9,10,0,38,229,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\ServiceUnavailableRetryExec.java,113,65,47,5,10,0,38,232,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\execchain\TunnelRefusedException.java,54,14,11,1,9,0,31,185,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\auth\params\AuthParamBean.java,56,12,8,0,7,0,37,217,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\auth\params\AuthParams.java,84,26,18,2,9,0,49,243,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\AuthenticationHandler.java,102,21,12,0,9,0,72,417,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\RedirectHandler.java,78,11,8,0,8,0,59,349,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\RequestDirector.java,79,12,9,0,8,0,59,363,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\params\AuthPolicy.java,77,12,9,0,10,0,55,261,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\params\ClientParamBean.java,105,46,31,0,18,0,41,222,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\params\CookiePolicy.java,78,13,10,0,11,0,54,252,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\params\HttpClientParams.java,115,55,37,8,13,0,47,247,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\protocol\ClientContext.java,133,21,17,0,19,0,93,442,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\protocol\ClientContextConfigurer.java,71,27,20,0,11,0,33,187,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\protocol\RequestAuthenticationBase.java,127,90,62,13,11,1,26,173,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\protocol\RequestProxyAuthentication.java,95,49,35,5,11,0,35,204,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\protocol\RequestTargetAuthentication.java,86,40,28,4,11,0,35,204,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\protocol\ResponseAuthCache.java,154,105,72,18,13,2,36,229,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\utils\Idn.java,46,5,3,0,2,0,39,227,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\utils\JdkIdn.java,77,31,23,1,7,0,39,203,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\utils\Punycode.java,59,20,14,1,5,0,34,199,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\client\utils\Rfc3492Idn.java,147,103,81,22,10,3,34,210,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\BasicEofSensorWatcher.java,107,47,30,5,14,0,46,266,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\BasicManagedEntity.java,212,126,82,15,22,0,64,376,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\ClientConnectionManagerFactory.java,48,9,5,0,6,0,33,190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\ClientConnectionOperator.java,108,21,10,0,10,0,77,482,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\MultihomePlainSocketFactory.java,178,78,56,9,21,2,79,451,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\OperatedClientConnection.java,158,20,14,0,12,0,126,839,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\params\ConnConnectionParamBean.java,60,13,8,0,7,0,40,224,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\params\ConnManagerParamBean.java,62,18,12,0,9,0,35,215,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\params\ConnManagerParams.java,150,51,33,5,14,0,85,412,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\params\ConnPerRoute.java,47,6,4,0,5,0,36,222,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\params\ConnPerRouteBean.java,115,58,42,7,17,1,40,244,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\params\ConnRouteParamBean.java,69,21,15,0,10,0,38,221,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\params\ConnRouteParams.java,180,56,37,5,15,2,109,600,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\scheme\HostNameResolver.java,53,7,5,0,6,0,40,209,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\scheme\PlainSocketFactory.java,167,88,57,10,16,0,63,297,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\ssl\PrivateKeyDetails.java,67,24,17,3,10,0,33,184,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\ssl\PrivateKeyStrategy.java,48,7,5,0,5,0,36,205,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\ssl\SSLContextBuilder.java,269,201,125,32,35,0,33,186,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\ssl\SSLContexts.java,95,31,23,4,10,0,54,296,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\conn\ssl\SSLSocketFactory.java,590,358,173,25,45,1,187,957,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\cookie\params\CookieSpecParamBean.java,61,16,11,0,9,0,36,213,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\auth\NegotiateScheme.java,214,92,61,11,23,0,99,505,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\auth\NegotiateSchemeFactory.java,75,30,21,3,11,0,34,195,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\auth\SpnegoTokenGenerator.java,48,6,4,0,5,0,37,218,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\AbstractAuthenticationHandler.java,192,124,86,18,18,0,50,262,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\AbstractHttpClient.java,969,640,383,78,112,1,217,1197,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\AuthenticationStrategyAdaptor.java,178,129,84,17,20,0,29,175,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\AutoRetryHttpClient.java,202,124,81,12,23,0,55,306,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\ClientParamsStack.java,273,77,44,10,31,0,165,914,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\CloseableHttpResponseProxy.java,105,63,50,5,13,0,29,172,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\ContentEncodingHttpClient.java,95,28,20,1,10,1,57,320,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\DecompressingHttpClient.java,225,139,92,15,21,0,65,399,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\DefaultHttpClient.java,229,72,56,2,16,0,141,581,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\DefaultProxyAuthenticationHandler.java,94,50,30,5,10,0,34,190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\DefaultRedirectHandler.java,184,124,83,14,22,1,38,225,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\DefaultRedirectStrategyAdaptor.java,85,45,29,5,11,0,29,175,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\DefaultRequestDirector.java,1150,744,515,102,150,8,256,1482,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\DefaultTargetAuthenticationHandler.java,95,50,30,5,11,0,34,190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\HttpAuthenticator.java,62,24,14,1,8,0,30,177,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\RoutedRequest.java,66,18,13,2,9,2,39,215,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\SystemDefaultHttpClient.java,153,50,35,6,11,0,92,359,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\client\TunnelRefusedException.java,57,15,11,1,9,0,33,193,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java-deprecated\org\apache\http\impl\conn\AbstractClientConnAdapter.java,396,266,179,40,49,0,81,468,26,167
