File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ConnectionKeepAliveStrategy.java,67,6,5,0,5,0,56,360,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ConnectionPoolTimeoutException.java,58,10,7,0,7,0,41,219,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ConnectionReleaseTrigger.java,70,8,5,0,6,0,56,349,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ConnectionRequest.java,70,9,7,0,7,0,54,322,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ConnectTimeoutException.java,93,34,21,1,12,0,47,236,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\DnsResolver.java,55,6,5,0,5,0,44,269,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\EofSensorInputStream.java,294,135,93,20,32,4,127,797,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\EofSensorWatcher.java,97,11,7,0,7,0,79,498,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\HttpClientConnectionManager.java,183,27,15,0,13,0,143,843,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\HttpClientConnectionOperator.java,62,19,9,0,8,0,35,233,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\HttpConnectionFactory.java,42,6,5,0,5,0,31,178,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\HttpHostConnectException.java,81,30,17,1,10,0,41,214,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\HttpInetSocketAddress.java,66,22,16,2,10,0,34,200,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\HttpRoutedConnection.java,83,10,8,0,9,0,64,385,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ManagedClientConnection.java,236,33,23,0,20,0,183,1190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ManagedHttpClientConnection.java,81,12,11,0,11,0,58,343,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\package-info.java,32,1,1,0,2,0,29,174,29,174
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\SchemePortResolver.java,44,5,4,0,5,0,34,197,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\UnsupportedSchemeException.java,49,8,6,0,7,0,34,195,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\params\ConnConnectionPNames.java,65,6,3,0,5,0,54,312,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\params\ConnManagerPNames.java,68,7,5,0,6,0,55,308,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\params\ConnRoutePNames.java,80,7,5,0,7,0,66,356,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\params\package-info.java,33,1,1,0,2,0,30,174,30,174
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\routing\BasicRouteDirector.java,184,78,50,32,27,2,79,485,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\routing\HttpRoute.java,368,202,130,40,38,0,128,725,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\routing\HttpRouteDirector.java,75,11,10,0,13,0,51,320,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\routing\HttpRoutePlanner.java,69,10,7,0,6,0,53,322,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\routing\package-info.java,32,1,1,0,2,0,29,174,29,174
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\routing\RouteInfo.java,163,17,16,0,18,0,128,702,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\routing\RouteTracker.java,375,202,139,32,44,0,129,696,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\LayeredSchemeSocketFactory.java,69,13,6,0,6,0,50,298,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\LayeredSocketFactory.java,70,13,6,0,6,0,51,301,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\LayeredSocketFactoryAdaptor.java,55,18,11,1,8,0,29,175,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\package-info.java,33,1,1,0,2,0,30,174,30,174
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\Scheme.java,263,111,79,22,24,0,128,688,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SchemeLayeredSocketFactory.java,70,13,7,0,7,0,50,287,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SchemeLayeredSocketFactoryAdaptor.java,59,21,12,1,9,0,29,175,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SchemeLayeredSocketFactoryAdaptor2.java,79,38,20,4,12,0,29,175,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SchemeRegistry.java,170,55,41,8,15,0,100,515,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SchemeSocketFactory.java,132,17,11,0,9,0,106,725,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SchemeSocketFactoryAdaptor.java,104,61,39,13,14,0,29,175,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SocketFactory.java,129,22,11,0,9,0,98,606,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\scheme\SocketFactoryAdaptor.java,101,61,39,13,14,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\socket\ConnectionSocketFactory.java,81,16,9,0,8,0,57,353,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\socket\LayeredConnectionSocketFactory.java,64,12,7,0,7,0,45,267,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\socket\package-info.java,32,1,1,0,2,0,29,174,29,174
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\socket\PlainConnectionSocketFactory.java,87,45,28,4,11,0,31,182,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\AbstractVerifier.java,289,179,127,34,26,5,84,509,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\AllowAllHostnameVerifier.java,62,18,8,1,8,0,36,207,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\BrowserCompatHostnameVerifier.java,71,20,10,1,9,0,42,252,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\DefaultHostnameVerifier.java,339,262,182,64,32,1,45,270,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\NoopHostnameVerifier.java,58,17,11,2,9,0,32,193,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\package-info.java,32,1,1,0,2,0,29,173,29,173
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\SSLConnectionSocketFactory.java,479,274,170,31,39,1,166,913,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\SSLInitializationException.java,38,7,5,0,5,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\StrictHostnameVerifier.java,77,20,10,1,9,0,48,339,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\SubjectName.java,66,28,20,5,12,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\TrustAllStrategy.java,49,10,7,1,6,0,33,201,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\TrustSelfSignedStrategy.java,49,11,7,1,6,0,32,200,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\TrustStrategy.java,41,3,2,0,4,0,34,211,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\ssl\X509HostnameVerifier.java,89,13,10,0,9,0,67,410,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\util\DomainType.java,39,4,2,0,4,0,31,182,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\util\InetAddressUtils.java,122,45,25,7,18,6,59,390,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\util\package-info.java,32,1,1,0,2,0,29,173,29,173
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\util\PublicSuffixList.java,81,29,22,3,11,0,41,231,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\util\PublicSuffixListParser.java,165,95,71,21,16,4,54,373,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\util\PublicSuffixMatcher.java,204,112,80,33,20,0,72,377,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\conn\util\PublicSuffixMatcherLoader.java,107,65,49,8,10,0,32,180,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\ClientCookie.java,70,21,15,0,9,0,40,261,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CommonCookieAttributeHandler.java,41,4,3,0,4,0,33,195,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\Cookie.java,149,21,16,0,20,0,108,611,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieAttributeHandler.java,74,8,5,0,6,0,60,348,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieIdentityComparator.java,83,40,30,7,8,0,35,212,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieOrigin.java,97,53,42,7,12,0,32,193,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookiePathComparator.java,86,34,26,8,10,0,42,242,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookiePriorityComparator.java,71,28,21,5,9,0,34,224,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieRestrictionViolationException.java,59,10,7,0,7,0,42,222,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieSpec.java,115,14,11,0,12,0,89,497,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieSpecFactory.java,52,6,4,0,6,0,40,210,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieSpecProvider.java,47,5,4,0,6,0,36,193,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\CookieSpecRegistry.java,171,67,48,7,18,0,86,480,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\MalformedCookieException.java,70,14,10,0,8,0,48,271,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\package-info.java,32,1,1,0,2,0,29,175,29,175
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\SetCookie.java,117,14,11,0,14,0,89,441,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\SetCookie2.java,69,10,6,0,9,0,50,291,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\SM.java,44,7,6,0,5,0,32,185,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\params\CookieSpecPNames.java,66,6,4,0,6,0,54,311,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\cookie\params\package-info.java,33,1,1,0,2,0,30,174,30,174
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\AuthSchemeBase.java,170,90,66,12,17,0,63,340,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\BasicScheme.java,229,110,75,9,25,0,94,447,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\BasicSchemeFactory.java,75,29,20,2,11,0,35,190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\DigestScheme.java,498,315,238,42,51,0,132,643,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\DigestSchemeFactory.java,75,29,20,2,11,0,35,190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\GGSSchemeBase.java,288,211,142,32,27,1,50,253,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\HttpAuthenticator.java,246,201,137,39,15,1,30,184,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\HttpEntityDigester.java,76,40,28,4,10,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\KerberosScheme.java,131,53,32,7,15,0,63,303,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\KerberosSchemeFactory.java,88,41,29,4,12,0,35,190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\NTLMEngine.java,71,12,4,0,5,0,54,292,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\NTLMEngineException.java,66,14,10,0,8,0,44,245,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\NTLMEngineImpl.java,2103,1417,1010,165,243,35,443,2685,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\NTLMScheme.java,169,116,73,11,16,0,37,208,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\NTLMSchemeFactory.java,60,20,13,2,7,0,33,194,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\package-info.java,33,1,1,0,2,0,30,180,30,180
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\RFC2617Scheme.java,176,92,68,10,20,0,64,310,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\SPNegoScheme.java,132,53,32,7,15,0,64,310,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\SPNegoSchemeFactory.java,88,41,29,4,12,0,35,190,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\auth\UnsupportedDigestAlgorithmException.java,67,13,9,0,6,0,48,266,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\AbstractResponseHandler.java,83,26,19,2,8,0,49,299,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\AIMDBackoffManager.java,167,78,60,7,15,1,74,488,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\AuthenticationStrategyImpl.java,260,199,141,28,24,0,37,213,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\BasicAuthCache.java,167,111,84,16,15,0,41,220,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\BasicCookieStore.java,177,92,66,11,14,0,71,377,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\BasicCredentialsProvider.java,114,57,37,7,12,0,45,230,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\BasicResponseHandler.java,70,20,13,2,8,0,42,245,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\Clock.java,44,4,3,0,3,0,37,205,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\CloseableHttpClient.java,244,105,64,11,19,0,120,793,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\CookieSpecRegistries.java,89,38,24,4,10,0,41,232,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\DefaultBackoffStrategy.java,57,17,11,3,7,0,33,201,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\DefaultClientConnectionReuseStrategy.java,66,32,25,6,8,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\DefaultConnectionKeepAliveStrategy.java,74,33,25,4,6,0,35,202,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\DefaultHttpRequestRetryHandler.java,206,98,66,20,21,1,87,472,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\DefaultRedirectStrategy.java,238,157,110,26,23,1,58,336,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\DefaultServiceUnavailableRetryStrategy.java,84,32,23,2,11,0,41,242,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\DefaultUserTokenHandler.java,104,50,38,10,14,0,40,275,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\EntityEnclosingRequestWrapper.java,116,59,38,4,18,0,39,228,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\FutureRequestExecutionMetrics.java,156,95,61,20,29,0,32,194,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\FutureRequestExecutionService.java,143,58,37,5,11,0,74,401,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\HttpClientBuilder.java,1252,722,504,131,97,0,433,1872,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\HttpClients.java,84,23,16,5,11,0,50,251,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\HttpRequestFutureTask.java,118,53,36,11,13,0,52,273,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\HttpRequestTaskCallable.java,120,81,61,8,13,0,26,167,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\IdleConnectionEvictor.java,124,72,46,4,20,0,32,198,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\InternalHttpClient.java,257,201,136,20,25,0,31,176,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\LaxRedirectStrategy.java,71,26,16,4,8,0,37,211,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\MinimalHttpClient.java,167,115,75,6,21,0,31,176,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\NoopUserTokenHandler.java,50,13,9,1,6,0,31,184,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\NullBackoffStrategy.java,50,13,8,2,5,0,32,189,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\package-info.java,53,1,1,0,2,0,50,259,50,259
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\ProxyAuthenticationStrategy.java,59,18,13,1,9,0,32,183,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\ProxyClient.java,255,179,140,14,27,0,49,234,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\RedirectLocations.java,225,76,53,13,17,0,132,747,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\RequestWrapper.java,169,104,75,12,24,0,41,241,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\StandardHttpRequestRetryHandler.java,83,30,24,1,10,0,43,233,26,167
C:\Users\User\Desktop\Software Metrics\Experiment\httpcomponents-client-4.5.6\httpclient\src\main\java\org\apache\http\impl\client\SystemClock.java,42,7,4,1,4,0,31,178,26,167
