Class Name, Line of Code, Line of Comments, RFC, Cohesion, Coupling, Cyclomatic Complexity, Weighted Methods, Depth of Class, Number of children
ExtractClassRefactoring.java, 3934, 64, 257, 3, 9, [getExtractedTypeName->1 #setExtractedTypeName->1 #setLeaveDelegateForPublicMethods->1 #getSourceCompilationUnit->1 #getJavaElementsToOpenInEditor->1 #appendAccessorMethodSuffix->1 #appendAccessorMethodSuffix->8 #apply->11 #handleInitializationOfExtractedFieldsWithThisExpressionInTheirInitializer->5 #addDelegationInExtractedMethod->8 #removeSourceMethods->10 #modifyExtractedMethodInvocationsInSourceClass->17 #existsNonTransientExtractedFieldFragment->6 #implementsSerializableInterface->4 #implementsCloneableInterface->5 #staticFieldInitializer->4 #variableBindingInExtractedFields->3 #createExtractedClass->75 #createCloneMethod->8 #getAverageLevelOfTargets->6 #allExtractedMethodsObtainedLevel->3 #getExtractedMethod->3 #createExtractedMethodDeclaration->12 #variableBindingCorrespondsToExtractedField->3 #methodBindingCorrespondsToExtractedMethod->3 #isParentAnonymousClassDeclaration->3 #findSetterMethodInSourceClass->4 #findGetterMethodInSourceClass->4 #createSetterMethodInSourceClass->5 #createGetterMethodInSourceClass->5 #modifySourceMemberAccessesInTargetClass->185 #handleAccessedFieldNotHavingSetterMethod->5 #handleAccessedFieldHavingSetterMethod->7 #addVariable->1 #addThisVariable->1 #isThisVariable->1 #containsThisVariable->3 #containsVariable->3 #declaredInSourceTypeDeclarationOrSuperclass->1 #addSourceClassParameterToMovedMethod->1 #addParameterToMovedMethod->2 #addParameterToMovedMethod->2 #createNameForParameterizedFieldAccess->1 #setPublicModifierToSourceMethod->10 #updateAccessModifier->2 #modifySourceStaticFieldInstructionsInTargetClass->11 #setPublicModifierToSourceMemberType->6 #updateBodyDeclarationAccessModifier->9 #setPublicModifierToSourceField->13 #createSetterMethodDeclaration->3 #createGetterMethodDeclaration->2 #addStaticImportDeclaration->1 #addImportDeclaration->9 #createExtractedTypeFieldReferenceInSourceClass->19 #updateWriteObjectInSourceClass->7 #createMethodInvocationStatementForWriteObject->1 #updateReadObjectInSourceClass->7 #createAssignmentStatementForReadObject->1 #updateCloneInSourceClass->9 #createAssignmentStatementForClone->1 #isWriteObject->1 #isReadObject->1 #isClone->1 #findCloneMethod->4 #isClone->1 #isFirstStatementMethodInvocationExpressionStatementWithName->6 #isFirstStatementVariableDeclarationStatementWithSuperCloneInitializer->10 #removeFieldFragmentsInSourceClass->8 #modifyExtractedFieldAssignmentsInSourceClass->67 #modifyExtractedFieldAccessesInSourceClass->22 #getAllMethodDeclarationsInSourceClass->4 #getMethodDeclarationsWithinAnonymousClassDeclarations->5 #getMethodDeclarationsWithinAnonymousClassDeclarations->6 #isAssignmentChild->7 #getName->1 #checkInitialConditions->1 #checkFinalConditions->1 #createChange->1 #], 692, 1, 0
ExtractClassRefactoringDescriptor.java, 50, 0, 2, 2, 1, [createRefactoring->1 #], 1, 1, 0
ExtractCloneRefactoring.java, 4957, 363, 454, 20, 0, [getMappers->1 #initialize->8 #getJavaElementsToOpenInEditor->1 #getMapper->1 #setMapper->1 #getExtractedMethodName->1 #setExtractedMethodName->1 #apply->5 #mappedNodesContainStatementReturningVariable->6 #mappedNodesContainStatementDeclaringVariable->7 #mappedNodesContainDifferentStatementsDeclaringVariables->7 #variableBelongsToParameterizedDifferences->3 #variableIsPassedAsCommonParameter->3 #variableIsPassedAsCommonParameter->3 #variableIsDeclaredInMappedNodes->3 #getLocallyAccessedFields->3 #containsImportWithNameClash->4 #extractClone->154 #containsSuperMethodCall->3 #commonSuperTypeDeclaresOrInheritsMethodWithIdenticalSignature->4 #addTypeBinding->4 #extractMethodInvocations->7 #createDifferencesForStaticMethodCalls->12 #checkIfThisReferenceIsPassedAsArgumentToMethodInvocation->15 #noneOfTheConstructorsContainsSuperConstructorCall->4 #containsConstructorCallingSuperConstructorWithoutArguments->4 #createDefaultConstructor->1 #copyConstructor->8 #updateAccessModifier->9 #firstStatementIsSuperConstructorInvocation->4 #matchingArgumentTypes->4 #matchingParameterTypesWithArgumentTypes->4 #type2Clones->7 #compareStatements->5 #isField->5 #extractTypeBindings->9 #superclassDirectlyInheritedFromRefactoredSubclasses->1 #getFieldsAccessedInMethod->5 #additionalFieldUsedAsInitializers->6 #pullUpLocallyAccessedFields->41 #bothFieldsDeclaredInCommonSuperclass->3 #sameInitializers->1 #avoidPullUpMethodDueToSerialization->3 #finalizeCloneExtraction->21 #differenceContainsSubDifferenceWithSubclassTypeMismatch->6 #parameterIsUsedByNodesWithoutDifferences->14 #processCloneStructureNode->84 #processIfStatementChild->6 #processableNode->1 #processableMappedNode->1 #processableGapNode->1 #processCloneStructureGapNode->55 #isNestedUnderElse->6 #belongsToLabeledStatement->2 #processASTNodeWithDifferences->34 #preprocessASTNode->13 #replaceFieldAccessesOfParameterizedFields->16 #replaceFieldAccessesWithGetterMethodInvocations->14 #replaceFieldAssignmentsWithSetterMethodInvocations->8 #replaceSuperMethodCallsWithRegularMethodCalls->7 #createReplacementForFieldAccessOfParameterizedFields->12 #createReplacementForFieldAccessWithGetterInvocation->10 #createNameForParameterizedFieldAccess->1 #createReplacementForFieldAssignment->6 #createReplacementForSuperMethodCall->5 #createArgument->3 #generateSetterMethodInvocation->9 #processNestedDifferences->8 #generateGetterMethodInvocation->8 #replaceExpression->5 #addConstructorDeclaration->7 #modifySourceClass->7 #modifySourceCompilationUnitImportDeclarations->8 #typeContainsPureSetterMethodForVariable->4 #typeContainsPureGetterMethodForVariable->4 #createSetterMethodDeclaration->6 #createGetterMethodDeclaration->6 #typeContainsMethodWithName->3 #typeContainsMethodWithSignature->3 #appendAccessorMethodSuffix->8 #removeMethodDeclarations->9 #removeFieldDeclarations->14 #modifySuperclassType->6 #modifySourceMethod->50 #finalizeOriginalMethod->1 #isReturnedVariable->3 #isReturnedVariable->4 #addImportDeclaration->10 #findExistingParametersWithArgName->5 #checkFinalConditions->11 #checkInitialConditions->1 #createChange->1 #getName->1 #], 909, 1, 0
ExtractCloneRefactoring.java, 4957, 363, 454, 20, 0, [getMappers->1 #initialize->8 #getJavaElementsToOpenInEditor->1 #getMapper->1 #setMapper->1 #getExtractedMethodName->1 #setExtractedMethodName->1 #apply->5 #mappedNodesContainStatementReturningVariable->6 #mappedNodesContainStatementDeclaringVariable->7 #mappedNodesContainDifferentStatementsDeclaringVariables->7 #variableBelongsToParameterizedDifferences->3 #variableIsPassedAsCommonParameter->3 #variableIsPassedAsCommonParameter->3 #variableIsDeclaredInMappedNodes->3 #getLocallyAccessedFields->3 #containsImportWithNameClash->4 #extractClone->154 #containsSuperMethodCall->3 #commonSuperTypeDeclaresOrInheritsMethodWithIdenticalSignature->4 #addTypeBinding->4 #extractMethodInvocations->7 #createDifferencesForStaticMethodCalls->12 #checkIfThisReferenceIsPassedAsArgumentToMethodInvocation->15 #noneOfTheConstructorsContainsSuperConstructorCall->4 #containsConstructorCallingSuperConstructorWithoutArguments->4 #createDefaultConstructor->1 #copyConstructor->8 #updateAccessModifier->9 #firstStatementIsSuperConstructorInvocation->4 #matchingArgumentTypes->4 #matchingParameterTypesWithArgumentTypes->4 #type2Clones->7 #compareStatements->5 #isField->5 #extractTypeBindings->9 #superclassDirectlyInheritedFromRefactoredSubclasses->1 #getFieldsAccessedInMethod->5 #additionalFieldUsedAsInitializers->6 #pullUpLocallyAccessedFields->41 #bothFieldsDeclaredInCommonSuperclass->3 #sameInitializers->1 #avoidPullUpMethodDueToSerialization->3 #finalizeCloneExtraction->21 #differenceContainsSubDifferenceWithSubclassTypeMismatch->6 #parameterIsUsedByNodesWithoutDifferences->14 #processCloneStructureNode->84 #processIfStatementChild->6 #processableNode->1 #processableMappedNode->1 #processableGapNode->1 #processCloneStructureGapNode->55 #isNestedUnderElse->6 #belongsToLabeledStatement->2 #processASTNodeWithDifferences->34 #preprocessASTNode->13 #replaceFieldAccessesOfParameterizedFields->16 #replaceFieldAccessesWithGetterMethodInvocations->14 #replaceFieldAssignmentsWithSetterMethodInvocations->8 #replaceSuperMethodCallsWithRegularMethodCalls->7 #createReplacementForFieldAccessOfParameterizedFields->12 #createReplacementForFieldAccessWithGetterInvocation->10 #createNameForParameterizedFieldAccess->1 #createReplacementForFieldAssignment->6 #createReplacementForSuperMethodCall->5 #createArgument->3 #generateSetterMethodInvocation->9 #processNestedDifferences->8 #generateGetterMethodInvocation->8 #replaceExpression->5 #addConstructorDeclaration->7 #modifySourceClass->7 #modifySourceCompilationUnitImportDeclarations->8 #typeContainsPureSetterMethodForVariable->4 #typeContainsPureGetterMethodForVariable->4 #createSetterMethodDeclaration->6 #createGetterMethodDeclaration->6 #typeContainsMethodWithName->3 #typeContainsMethodWithSignature->3 #appendAccessorMethodSuffix->8 #removeMethodDeclarations->9 #removeFieldDeclarations->14 #modifySuperclassType->6 #modifySourceMethod->50 #finalizeOriginalMethod->1 #isReturnedVariable->3 #isReturnedVariable->4 #addImportDeclaration->10 #findExistingParametersWithArgName->5 #checkFinalConditions->11 #checkInitialConditions->1 #createChange->1 #getName->1 #], 909, 0, 0
ExtractCloneRefactoringDescriptor.java, 32, 0, 2, 2, 1, [createRefactoring->1 #], 1, 1, 0
ExtractMethodFragmentRefactoring.java, 636, 9, 80, 7, 2, [getStatements->24 #getThrownExceptionTypes->23 #isNestedUnderAnonymousClassDeclaration->3 #processPredicateNode->33 #processStatementNode->1 #belongsToLabeledStatement->2 #createTryStatementIfNeeded->5 #copyTryStatement->4 #isInsideDoLoop->3 #surroundingTryBlock->3 #tryBlockCatchesExceptionType->6 #equalOrExtend->3 #extractTypeBinding->1 #generateDefaultValue->9 #], 120, 1, 2
ExtractMethodRefactoring.java, 437, 1, 82, 3, 3, [getSlice->1 #getExtractedMethodName->1 #setExtractedMethodName->1 #processTryStatement->8 #apply->1 #modifySourceMethod->20 #getBlockRewrite->3 #extractMethod->18 #processStatementNode->1 #checkFinalConditions->1 #checkInitialConditions->1 #createChange->1 #getName->1 #], 58, 1, 0
ExtractMethodRefactoringDescriptor.java, 31, 0, 2, 2, 1, [createRefactoring->1 #], 1, 1, 0
MoveMethodRefactoring.java, 1867, 1, 172, 2, 4, [getChanges->1 #getMovedMethodName->1 #setMovedMethodName->1 #setLeaveDelegate->1 #apply->3 #addRequiredTargetImportDeclarations->6 #createMovedMethod->48 #addAdditionalMethodsToTargetClass->3 #removeAdditionalMethodsFromSourceClass->2 #removeSourceMethod->2 #addDelegationInSourceMethod->17 #modifyMovedMethodInvocationInSourceClass->24 #modifyTargetMethodInvocations->7 #modifyTargetPublicFieldInstructions->17 #modifySourceStaticFieldInstructionsInTargetClass->11 #setPublicModifierToSourceMemberType->6 #updateBodyDeclarationAccessModifier->9 #setPublicModifierToSourceField->12 #modifySourceStaticMethodInvocationsInTargetClass->4 #modifySourceMemberAccessesInTargetClass->58 #addSourceClassParameterToMovedMethod->1 #findSubclassesOverridingMethod->6 #setPublicModifierToSourceTypeDeclaration->8 #addParameterToMovedMethod->4 #addParameterToMovedMethod->1 #setPublicModifierToSourceMethod->10 #updateAccessModifier->2 #modifyRecursiveMethodInvocationsOfTheMovedMethod->19 #replaceTargetClassVariableNameWithThisExpressionInMethodInvocationArguments->10 #replaceTargetClassVariableNameWithThisExpressionInClassInstanceCreationArguments->7 #replaceTargetClassVariableNameWithThisExpressionInVariableDeclarationInitializers->8 #replaceTargetClassVariableNameWithThisExpressionInInfixExpressions->10 #replaceTargetClassVariableNameWithThisExpressionInCastExpressions->6 #replaceTargetClassVariableNameWithThisExpressionInInstanceofExpressions->6 #replaceTargetClassVariableNameWithThisExpressionInAssignments->10 #replaceTargetClassVariableNameWithThisExpressionInReturnStatements->6 #replaceThisExpressionWithSourceClassParameterInMethodInvocationArguments->6 #replaceThisExpressionWithSourceClassParameterInClassInstanceCreationArguments->5 #replaceThisExpressionWithSourceClassParameterInVariableDeclarationInitializers->6 #addParamTagElementToJavadoc->5 #removeParamTagElementFromJavadoc->8 #checkFinalConditions->1 #checkInitialConditions->1 #createChange->1 #getName->1 #], 381, 1, 0
MoveMethodRefactoringDescriptor.java, 52, 0, 2, 2, 1, [createRefactoring->1 #], 1, 1, 0
PolymorphismRefactoring.java, 1103, 0, 101, 6, 1, [getJavaElementsToOpenInEditor->1 #modifySourceMethodInvocationsInSubclass->10 #replaceThisExpressionWithContextParameterInMethodInvocationArguments->5 #replaceThisExpressionWithContextParameterInClassInstanceCreationArguments->4 #modifySourceVariableInstructionsInSubclass->105 #setPublicModifierToSourceField->13 #findSetterMethodInContext->3 #findGetterMethodInContext->3 #getFile->11 #generateGettersForAccessedFields->9 #generateSettersForAssignedFields->8 #setPublicModifierToAccessedMethods->7 #constructExpression->3 #sourceTypeRequiredForExtraction->13 #generateDefaultValue->9 #], 204, 1, 2
RefactoringUtility.java, 459, 4, 81, 11, 0, [generateQualifiedTypeFromTypeBinding->13 #createQualifiedParameterizedType->2 #generateTypeFromTypeBinding->22 #createParameterizedType->2 #generateWrapperTypeForPrimitiveTypeBinding->10 #getSimpleTypeBindings->10 #containsTypeBinding->3 #hasQualifiedType->1 #extractType->6 #isQualifiedType->6 #findFieldDeclaration->7 #findGetterDeclarationForField->6 #findDeclaringTypeDeclaration->5 #findDeclaringTypeDeclaration->5 #findTypeDeclaration->3 #findCompilationUnit->3 #needsQualifier->1 #isArrayLengthQualifiedName->1 #isEnumConstantInSwitchCaseExpression->3 #implementsSerializableInterface->4 #isSerializedField->1 #], 114, 0, 0
ReplaceConditionalWithPolymorphism.java, 1101, 5, 126, 2, 4, [apply->1 #modifyClient->20 #setPublicModifierToSourceTypeDeclaration->11 #modifyInheritanceHierarchy->111 #replaceCastExpressionWithThisExpression->7 #getRecursivelyInnerTypes->2 #modifySubclassMethodInvocations->18 #getRequiredImportDeclarationsBasedOnSignature->23 #getRequiredImportDeclarationsBasedOnBranch->2 #checkFinalConditions->1 #checkInitialConditions->1 #createChange->1 #getName->1 #], 199, 1, 0
ReplaceConditionalWithPolymorphismDescriptor.java, 38, 0, 2, 2, 1, [createRefactoring->1 #], 1, 1, 0
ReplaceTypeCodeWithStateStrategy.java, 3200, 11, 224, 3, 3, [apply->4 #modifyContext->4 #createStateField->1 #createStateFieldVariableDeclarationFragment->15 #replacePrimitiveStateField->5 #removePrimitiveStateField->5 #generateSetterMethodForStateField->14 #setterMethodName->3 #generateGetterMethodForStateField->5 #replaceConditionalStructureWithPolymorphicMethodInvocation->16 #initializeReturnedVariableDeclaration->4 #addRequiredImportDeclarationsToContext->4 #modifyTypeCheckMethod->1 #createGetterMethodForStateObject->19 #replaceConditionalStructureWithPolymorphicMethodInvocationThroughStateObject->20 #typeObjectGetterMethodAlreadyExists->13 #createStateStrategyHierarchy->111 #createIntermediateClassAndItsSubclasses->69 #modifyTypeFieldAssignmentsInContextClass->25 #modifyTypeFieldAccessesInContextClass->70 #getAllMethodDeclarationsInSourceClass->4 #getMethodDeclarationsWithinAnonymousClassDeclarations->5 #getMethodDeclarationsWithinAnonymousClassDeclarations->6 #isAssignmentChild->3 #nodeExistsInsideTypeCheckCodeFragment->2 #generateRequiredImportDeclarationsBasedOnSignature->23 #getRequiredImportDeclarationsBasedOnBranch->2 #addImportDeclaration->9 #setPublicModifierToStaticFields->12 #identifyTypeLocalVariableAssignmentsInTypeCheckMethod->14 #identifyTypeLocalVariableAccessesInTypeCheckMethod->44 #containsStaticFieldKey->3 #containsVariable->3 #generateSubclassName->2 #commonSubstring->7 #commonSubstrings->7 #getSourceCompilationUnit->1 #getAbstractClassName->1 #getTypeVariableSimpleName->1 #getStaticFieldMapEntrySet->1 #getAdditionalStaticFieldMapEntrySet->1 #setTypeNameForNamedConstant->3 #getTypeNameForNamedConstant->3 #checkFinalConditions->1 #checkInitialConditions->3 #createChange->1 #getName->1 #], 571, 1, 0
ReplaceTypeCodeWithStateStrategyDescriptor.java, 38, 0, 2, 2, 1, [createRefactoring->1 #], 1, 1, 0
TypeCheckElimination.java, 1291, 2, 183, 16, 2, [addTypeCheck->2 #addEmptyTypeCheck->2 #containsTypeCheckExpression->1 #addDefaultCaseStatement->1 #addStaticType->1 #addSubclassType->1 #addRemainingIfStatementExpression->1 #addAdditionalStaticField->1 #addAccessedField->1 #addAssignedField->1 #addSuperAccessedField->1 #addSuperAccessedFieldBinding->1 #getGetterMethodBindingOfSuperAccessedField->1 #getSuperAccessedFields->1 #getSuperAccessedFieldBindings->1 #addSuperAssignedField->1 #addSuperAssignedFieldBinding->1 #getSetterMethodBindingOfSuperAssignedField->1 #getSuperAssignedFields->1 #getSuperAssignedFieldBindings->1 #addAccessedLocalVariable->1 #addAssignedLocalVariable->1 #addAccessedParameter->1 #addAssignedParameter->1 #addAccessedMethod->1 #addSuperAccessedMethod->1 #getAccessedLocalVariables->1 #getAccessedFields->1 #getAssignedFields->1 #getAccessedParameters->1 #getAccessedMethods->1 #getSuperAccessedMethods->1 #getTypeCheckExpressions->1 #getTypeCheckStatements->1 #getTypeCheckStatements->1 #getDefaultCaseStatements->1 #getStaticFields->1 #getStaticFields->4 #getAdditionalStaticFields->1 #getRemainingIfStatementExpression->1 #getExpressionCorrespondingToTypeCheckStatementList->3 #getTypeField->1 #setTypeField->1 #getTypeFieldGetterMethod->1 #setTypeFieldGetterMethod->1 #getTypeFieldSetterMethod->1 #setTypeFieldSetterMethod->1 #getTypeCheckCodeFragment->1 #setTypeCheckCodeFragment->1 #getTypeCheckCompositeStatement->1 #setTypeCheckCompositeStatement->1 #getTypeCheckMethod->1 #setTypeCheckMethod->1 #getTypeCheckClass->1 #setTypeCheckClass->1 #getTypeCheckIFile->1 #setTypeCheckIFile->1 #getTypeLocalVariable->1 #setTypeLocalVariable->1 #getTypeMethodInvocation->1 #setTypeMethodInvocation->1 #getForeignTypeField->1 #setForeignTypeField->1 #getExistingInheritanceTree->1 #setExistingInheritanceTree->1 #getInheritanceTreeMatchingWithStaticTypes->1 #setInheritanceTreeMatchingWithStaticTypes->1 #putStaticFieldSubclassTypeMapping->1 #allTypeCheckingsContainStaticFieldOrSubclassType->1 #isApplicable->2 #isSubclassTypeAnInterface->4 #returnStatementAfterTypeCheckCodeFragment->9 #containsLocalVariableAssignment->44 #containsBranchingStatement->12 #containsSuperMethodInvocation->5 #containsSuperFieldAccess->5 #getTypeCheckMethodReturnType->1 #getTypeCheckMethodParameters->1 #getTypeCheckMethodReturnedVariable->17 #getTypeVariableSimpleName->8 #getAbstractClassName->7 #getAbstractClassType->29 #equalTypeBindings->3 #getSubclassNames->14 #getCastingType->16 #getThrownExceptions->14 #allTypeCheckBranchesAreEmpty->3 #isTypeCheckMethodStateSetter->11 #typeCheckCodeFragmentContainsReturnStatement->2 #getAbstractMethodName->1 #setAbstractMethodName->1 #getAverageNumberOfStatements->5 #equals->3 #hashCode->2 #toString->1 #getGroupSizeAtClassLevel->1 #setGroupSizeAtClassLevel->1 #matchingStatesOrSubTypes->14 #getUserRate->1 #setUserRate->1 #compareTo->5 #], 319, 0, 0
TypeCheckEliminationGroup.java, 130, 0, 30, 2, 0, [addCandidate->1 #getCandidates->1 #getGroupSizeAtSystemLevel->1 #setGroupSizeAtSystemLevel->1 #getAverageGroupSizeAtClassLevel->1 #setAverageGroupSizeAtClassLevel->1 #getAverageNumberOfStatementsInGroup->1 #setAverageNumberOfStatementsInGroup->1 #getConstantVariables->4 #getInheritanceTree->3 #compareTo->11 #toString->3 #], 29, 0, 0
CloneDiffContentProvider.java, 34, 0, 7, 2, 0, [getChildren->1 #getParent->1 #hasChildren->2 #], 4, 1, 0
CloneDiffStyledLabelProvider.java, 192, 13, 32, 6, 2, [update->9 #setCellBackgroundWithoutCode->2 #setCellBackgroundWithCode->2 #generateStyledString->3 #generateStyledStringForGap->7 #generateStyledStringForElseGap->7 #getToolTipText->1 #getToolTipShift->1 #getToolTipLocation->1 #getToolTipDisplayDelayTime->1 #getToolTipTimeDisplayed->1 #], 35, 1, 0
CloneDiffTooltip.java, 257, 13, 62, 7, 0, [createViewerToolTipContentArea->10 #packAndFillLastColumn->6 #isHideOnMouseDown->1 #], 17, 1, 0
CloneDiffTooltip.java, 257, 13, 62, 7, 0, [createViewerToolTipContentArea->10 #packAndFillLastColumn->6 #isHideOnMouseDown->1 #], 17, 0, 0
CloneDiffTooltip.java, 257, 13, 62, 7, 0, [createViewerToolTipContentArea->10 #packAndFillLastColumn->6 #isHideOnMouseDown->1 #], 17, 1, 0
CloneDiffWizardPage.java, 408, 18, 78, 1, 3, [createControl->5 #updateRenamedVariables->4 #handleInputChanged->5 #methodDeclaredInTypeBinding->4 #dispose->1 #], 19, 1, 0
CloneRefactoringAction.java, 210, 2, 62, 1, 6, [run->11 #wrongSelectionMessage->1 #selectionChanged->1 #setActivePart->1 #], 14, 0, 0
CodeSmellPackageExplorer.java, 273, 8, 53, 5, 1, [createPartControl->14 #newZoomAction->2 #setFocus->1 #hookTooltips->5 #], 22, 1, 0
CodeSmellPackageExplorer.java, 273, 8, 53, 5, 1, [createPartControl->14 #newZoomAction->2 #setFocus->1 #hookTooltips->5 #], 22, 0, 0
CodeSmellVisualization.java, 196, 1, 40, 5, 1, [createPartControl->11 #setFocus->1 #newZoomAction->2 #], 14, 1, 0
CodeSmellVisualization.java, 196, 1, 40, 5, 1, [createPartControl->11 #setFocus->1 #newZoomAction->2 #], 14, 0, 0
CodeSmellVisualizationDataSingleton.java, 26, 0, 4, 4, 0, [getCandidates->1 #setCandidates->1 #getData->1 #setData->1 #], 4, 0, 0
DuplicatedCode.java, 925, 3, 210, 8, 0, [createPartControl->14 #createDetectionSettingsPanel->3 #createLegend->1 #getRightClickMenu->1 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->6 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getICompilationUnit->5 #wrongSelectionMessage->1 #applyRefactoring->8 #getSelectedCloneInstances->5 #showCompareDialog->2 #], 51, 1, 0
DuplicatedCode.java, 925, 3, 210, 8, 0, [createPartControl->14 #createDetectionSettingsPanel->3 #createLegend->1 #getRightClickMenu->1 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->6 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getICompilationUnit->5 #wrongSelectionMessage->1 #applyRefactoring->8 #getSelectedCloneInstances->5 #showCompareDialog->2 #], 51, 0, 0
DuplicatedCode.java, 925, 3, 210, 8, 0, [createPartControl->14 #createDetectionSettingsPanel->3 #createLegend->1 #getRightClickMenu->1 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->6 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getICompilationUnit->5 #wrongSelectionMessage->1 #applyRefactoring->8 #getSelectedCloneInstances->5 #showCompareDialog->2 #], 51, 1, 0
DuplicatedCode.java, 925, 3, 210, 8, 0, [createPartControl->14 #createDetectionSettingsPanel->3 #createLegend->1 #getRightClickMenu->1 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->6 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getICompilationUnit->5 #wrongSelectionMessage->1 #applyRefactoring->8 #getSelectedCloneInstances->5 #showCompareDialog->2 #], 51, 1, 0
DuplicatedCode.java, 925, 3, 210, 8, 0, [createPartControl->14 #createDetectionSettingsPanel->3 #createLegend->1 #getRightClickMenu->1 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->6 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getICompilationUnit->5 #wrongSelectionMessage->1 #applyRefactoring->8 #getSelectedCloneInstances->5 #showCompareDialog->2 #], 51, 1, 0
ElementChangedListener.java, 53, 0, 13, 1, 0, [getInstance->2 #elementChanged->1 #processDelta->11 #], 14, 0, 0
EvolutionDialog.java, 152, 0, 40, 6, 0, [createDialogArea->6 #], 6, 1, 0
EvolutionDialog.java, 152, 0, 40, 6, 0, [createDialogArea->6 #], 6, 0, 0
EvolutionDialog.java, 152, 0, 40, 6, 0, [createDialogArea->6 #], 6, 1, 0
EvolutionRow.java, 21, 0, 2, 2, 0, [getProjectVersionPair->1 #getPercentage->1 #], 2, 0, 0
ExtractClassInputPage.java, 162, 0, 23, 1, 0, [createControl->4 #handleInputChanged->5 #], 9, 1, 0
ExtractMethodInputPage.java, 115, 0, 28, 1, 0, [createControl->3 #handleInputChanged->4 #methodDeclaredInTypeBinding->4 #], 11, 1, 0
FeatureEnvy.java, 936, 85, 197, 9, 0, [createPartControl->12 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->16 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getPrerequisiteRefactorings->6 #getTable->10 #saveResults->7 #setSelectedLine->3 #openPackageExplorerViewPart->2 #], 63, 1, 0
FeatureEnvy.java, 936, 85, 197, 9, 0, [createPartControl->12 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->16 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getPrerequisiteRefactorings->6 #getTable->10 #saveResults->7 #setSelectedLine->3 #openPackageExplorerViewPart->2 #], 63, 0, 0
FeatureEnvy.java, 936, 85, 197, 9, 0, [createPartControl->12 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->16 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getPrerequisiteRefactorings->6 #getTable->10 #saveResults->7 #setSelectedLine->3 #openPackageExplorerViewPart->2 #], 63, 1, 0
FeatureEnvy.java, 936, 85, 197, 9, 0, [createPartControl->12 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->16 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getPrerequisiteRefactorings->6 #getTable->10 #saveResults->7 #setSelectedLine->3 #openPackageExplorerViewPart->2 #], 63, 1, 0
FeatureEnvy.java, 936, 85, 197, 9, 0, [createPartControl->12 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->16 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getPrerequisiteRefactorings->6 #getTable->10 #saveResults->7 #setSelectedLine->3 #openPackageExplorerViewPart->2 #], 63, 1, 0
GodClass.java, 926, 40, 201, 11, 0, [createPartControl->15 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->21 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->13 #getParentCandidateGroup->4 #getParentConcept->4 #saveResults->4 #openPackageExplorerViewPart->3 #setSelectedLine->3 #setSelectedLineWithinCandidateGroup->5 #], 79, 1, 0
GodClass.java, 926, 40, 201, 11, 0, [createPartControl->15 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->21 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->13 #getParentCandidateGroup->4 #getParentConcept->4 #saveResults->4 #openPackageExplorerViewPart->3 #setSelectedLine->3 #setSelectedLineWithinCandidateGroup->5 #], 79, 0, 0
GodClass.java, 926, 40, 201, 11, 0, [createPartControl->15 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->21 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->13 #getParentCandidateGroup->4 #getParentConcept->4 #saveResults->4 #openPackageExplorerViewPart->3 #setSelectedLine->3 #setSelectedLineWithinCandidateGroup->5 #], 79, 1, 0
GodClass.java, 926, 40, 201, 11, 0, [createPartControl->15 #getRightClickMenu->2 #contributeToActionBars->1 #fillLocalToolBar->1 #makeActions->21 #hookDoubleClickAction->1 #setFocus->1 #dispose->1 #getTable->13 #getParentCandidateGroup->4 #getParentConcept->4 #saveResults->4 #openPackageExplorerViewPart->3 #setSelectedLine->3 #setSelectedLineWithinCandidateGroup->5 #], 79, 1, 0
